t_ms_since_iter_start	dc0_running_compactions	dc1_running_compactions	dc0_estimate_keys	dc1_estimate_keys
144621	0	0	3594533	3891227
145621	0	0	3693723	3986756
146621	0	0	3778995	3669717
147621	0	0	3875134	3348753
148621	0	0	3972721	3439919
149621	0	0	3647869	3526603
150621	0	0	3324480	3619694
151621	0	0	3414259	3730892
152621	0	0	3502963	3803983
153621	0	0	3591305	3902479
154621	0	0	3682444	3991725
155621	0	0	3771393	4072999
156621	0	0	3847420	3748633
157621	0	0	3930874	3421683
158621	0	0	4016383	3516696
159621	0	0	4118066	3610373
160621	0	0	3790527	3568158
161621	0	0	3472646	3531599
162621	0	0	3575594	3615609
163621	0	0	3535041	3697071
164621	0	0	3630327	3772325
165621	0	0	3591415	3859867
166621	0	0	3675514	3950566
167621	0	0	3769247	4025930
168621	0	0	3840308	4100547
169621	0	0	3931664	4237950
170621	0	0	4022075	4357705
171621	0	0	4110758	3642980
172621	0	0	4204276	3723082
173637	0	0	4292231	3807851
174621	0	0	3957725	3886997
175621	0	0	3622534	3982360
176621	0	0	3719917	4069683
177621	0	0	3808441	4155538
178621	0	0	3888294	4238051
179621	0	0	3963427	4318604
180621	0	0	4060816	4409931
181621	0	0	4155525	4080760
182621	0	0	4238643	4080760
183621	0	0	4324872	4080760
184621	0	0	4422575	4080760
185621	0	0	4080767	4080760
