t_ms_since_iter_start	dc0_running_compactions	dc1_running_compactions	dc0_estimate_keys	dc1_estimate_keys
149249	0	0	3403012	3580862
150249	0	0	3443966	3594666
151249	0	0	3455074	3646996
152249	0	0	3471378	3660256
153249	0	0	3483942	3671476
154249	0	0	3510644	3690075
155249	0	0	3541553	3715576
156249	0	0	3551634	3737130
157249	0	0	3582702	3759196
158249	0	0	3602682	3777928
159249	0	0	3621524	3803798
160249	0	0	3663716	3409497
161249	0	0	3684480	3426223
162249	0	0	3700761	3460742
163249	0	0	3715160	3502316
164249	0	0	3775291	3515854
165249	0	0	3806359	3549467
166249	0	0	3823876	3574147
167249	0	0	3839758	3589348
168249	0	0	3439227	3641175
169249	0	0	3480188	3663731
170249	0	0	3531880	3677293
171249	0	0	3551311	3703587
172249	0	0	3565632	3725873
173249	0	0	3578658	3349564
174249	0	0	3596301	3380253
175249	0	0	3638054	3399144
176249	0	0	3655757	3424082
177249	0	0	3671819	3434144
178249	0	0	3719552	3468340
179249	0	0	3325353	3484801
180249	0	0	3347637	3509118
181249	0	0	3369123	3526553
182249	0	0	3393215	3545553
183249	0	0	3410750	3549591
184249	0	0	3425797	3549591
185249	0	0	3444530	3549591
186249	0	0	3460853	3549591
187249	0	0	3479728	3549591
188249	0	0	3490902	3549591
189249	0	0	3549538	3549591
