t_ms_since_iter_start	dc0_running_compactions	dc1_running_compactions	dc0_estimate_keys	dc1_estimate_keys
113980	0	0	1923209	2097695
114980	0	0	1987464	2165871
115980	0	0	2054639	2233143
116980	0	0	2119365	2292370
117980	0	0	2184645	2359577
118980	0	0	2243634	2420569
119980	0	0	2303726	2481623
120980	0	0	2363473	2547562
121980	0	0	2425854	2181903
122980	0	0	2484264	2255637
123980	0	0	2542160	1883644
124980	0	0	2176250	1941832
125980	0	0	2227376	2004607
126980	0	0	1869295	1941893
127980	0	0	1929173	2012415
128981	0	0	1983640	2065884
129980	0	0	2039509	2009229
130980	0	0	1977179	2073267
131980	0	0	2033663	2131619
132980	0	0	1970322	2177666
133980	0	0	2022199	2236752
134980	0	0	2070131	2283347
135980	0	0	2122682	2337890
136980	0	0	2168992	2378474
137980	0	0	2220600	2427746
138980	0	0	2272123	2480030
139980	0	0	2325097	2535078
140980	0	0	2374680	2586758
141980	0	0	2428714	2643910
142980	0	0	2476631	2694785
143980	0	0	2528954	2748196
144980	0	0	2578467	2383774
145980	0	0	2622467	2436909
146980	0	0	2672960	2485075
147980	0	0	2721542	2119338
148980	0	0	2769563	2169835
149980	0	0	2403196	2219298
150980	0	0	2450275	2267810
151980	0	0	2083797	2318324
152980	0	0	2127065	2356519
153980	0	0	2174766	2412743
154980	0	0	2220870	2451417
155980	0	0	2267056	2503871
156980	0	0	2308662	2549366
157980	0	0	2355597	2599106
158980	0	0	2401422	2641217
159980	0	0	2445706	2690122
160980	0	0	2490547	2730848
161980	0	0	2531674	2782268
162980	0	0	2579684	2821991
163980	0	0	2623344	2866751
164980	0	0	2668056	2503562
165980	0	0	2715028	2546815
166980	0	0	2757408	2590797
167980	0	0	2799426	2222507
168980	0	0	2841950	2268809
169980	0	0	2882332	2298069
170980	0	0	2510599	2321490
171980	0	0	2554532	2349761
172980	0	0	2181346	2264098
173980	0	0	2221535	2280271
174980	0	0	2263558	2307636
175980	0	0	2295576	2280760
176980	0	0	2317931	2281500
177980	0	0	2335979	2308713
179004	0	0	2362653	2335339
179980	0	0	2379029	2372237
180980	0	0	2241779	2378378
181980	0	0	2268369	2393141
182980	0	0	2293065	2448631
183980	0	0	2320837	2481427
184980	0	0	2307494	2481427
185980	0	0	2334685	2481427
186980	0	0	2355283	2481427
187980	0	0	2402960	2481427
188980	0	0	2494184	2481427
189980	0	0	2481423	2481427
190980	0	0	2481423	2481427
191980	0	0	2481423	2481427
