t_ms_since_iter_start	dc0_running_compactions	dc1_running_compactions	dc0_estimate_keys	dc1_estimate_keys
112748	0	0	1213559	1029451
113748	0	0	1309091	1104604
114748	0	0	1387643	1181352
115748	0	0	1463643	1254962
116748	0	0	1531275	1330966
117748	0	0	1608604	1403017
118748	0	0	1674207	1475921
119748	0	0	1348313	1549479
120748	0	0	1419342	1622370
121748	0	0	1487653	1693367
122748	0	0	1147242	1766094
123748	0	0	1233583	1425041
124748	0	0	1305781	1498365
125748	0	0	1373487	1153394
126748	0	0	1441248	1217525
127748	0	0	1499288	1284219
128748	0	0	1579400	1350084
129748	0	0	1645206	1412326
130748	0	0	1677413	1476924
131748	0	0	1359321	1539784
132748	0	0	1383741	1600110
133748	0	0	1161720	1660883
134748	0	0	1161374	1678465
135748	0	0	1178065	1445392
136748	0	0	1202435	1475301
137748	0	0	1205889	1157095
138748	0	0	1229778	1160953
139748	0	0	1242029	1178875
140748	0	0	1290089	1192983
141748	0	0	1352319	1219702
142748	0	0	1499163	1215706
143748	0	0	1526233	1239805
144748	0	0	1545548	1252698
145748	0	0	1553120	1269617
146748	0	0	1593242	1314817
147748	0	0	1463948	1404721
148748	0	0	1587645	1528371
149748	0	0	1706450	1645335
150748	0	0	1577565	1579491
151748	0	0	1695127	1434274
152748	0	0	1778053	1533157
153748	0	0	1867120	1625981
154748	0	0	1967539	1725219
155748	0	0	2060676	1819585
156748	0	0	2157657	1919206
157748	0	0	1837977	2013491
158748	0	0	1937888	2106807
159748	0	0	1626842	2198924
160748	0	0	1717898	1873973
161748	0	0	1810049	1966814
162748	0	0	1895089	1646093
163748	0	0	1993549	1733344
164748	0	0	2088929	1816683
165748	0	0	2169950	1896457
166748	0	0	2236344	1981024
167748	0	0	1914976	2062253
168748	0	0	1977968	2130176
169748	0	0	2067090	2210854
170748	0	0	2150912	2291547
171748	0	0	1693754	1961246
172748	0	0	1768936	2040797
173748	0	0	1857612	1707257
174748	0	0	1945027	1781051
175748	0	0	1883332	1849088
176748	0	0	1948363	1783401
177748	0	0	2014003	1854756
178748	0	0	2084406	1925403
179748	0	0	2160530	1864986
180748	0	0	2221271	1936313
181748	0	0	2243022	2006851
182748	0	0	2243022	2078677
183748	0	0	2243022	2146319
184748	0	0	2243022	2217601
185748	0	0	2243022	2242875
